topic,class,count,avg_lat_ms,p95_lat_ms,p99_lat_ms,jitter_std_ms,ipdv_std_ms,deadline_missrate_1ms,deadline_missrate_50ms,loss_rate
/control/command/actuation_cmd,Critical,11458,0.474,0.71,1.257,0.224,0.321,0.017281,,0.0
/control/command/control_cmd,Critical,11462,0.447,0.637,1.277,0.214,0.305,0.017187,,0.0
/control/command/emergency_cmd,Critical,11443,0.445,0.69,1.264,0.223,0.319,0.017478,,0.0
/control/command/gear_cmd,Critical,5723,0.413,0.651,1.351,0.215,0.302,0.019395,,0.0
/control/trajectory_follower/control_cmd,Critical,11456,0.35,0.546,0.992,0.18,0.257,0.009864,,0.0
/system/emergency/control_cmd,Critical,11760,0.284,0.538,0.639,0.131,0.216,0.0,,0.0
/system/emergency/gear_cmd,Critical,5879,0.314,0.577,0.716,0.143,0.195,0.00034,,0.0
/system/emergency_holding,Critical,5868,0.482,0.799,0.951,0.169,0.232,0.005794,,0.0
/system/fail_safe/mrm_state,Critical,5872,0.397,0.646,0.779,0.144,0.2,0.0,,0.0
/control/command/hazard_lights_cmd,Soft Real-Time,5711,0.512,0.849,1.692,0.253,0.355,,0.0,0.0
/control/command/turn_indicators_cmd,Soft Real-Time,5725,0.436,0.743,1.468,0.237,0.333,,0.0,0.0
/localization/kinematic_state,Soft Real-Time,11760,2.323,32.394,33.429,7.343,10.689,,0.0,0.0
/localization/pose_estimator/pose,Soft Real-Time,5875,5.019,31.73,33.123,11.145,17.124,,0.0,0.0
/localization/pose_estimator/pose_with_covariance,Soft Real-Time,5875,5.087,31.632,33.083,11.078,17.022,,0.0,0.0
/localization/pose_twist_fusion_filter/pose,Soft Real-Time,11749,0.869,1.219,32.571,3.588,5.106,,0.0,0.0
/localization/pose_twist_fusion_filter/twist,Soft Real-Time,11772,1.636,2.19,33.163,5.831,8.394,,0.0,0.0
/localization/pose_twist_fusion_filter/twist_with_covariance,Soft Real-Time,11774,1.677,2.221,33.169,5.991,8.632,,0.0,0.0
/localization/pose_with_covariance,Soft Real-Time,11759,1.165,1.508,32.915,4.622,6.604,,0.0,0.0
/localization/twist_estimator/twist_with_covariance,Soft Real-Time,11766,3.972,32.401,33.495,9.929,14.856,,0.0,0.0
/sensing/gnss/pose_with_covariance,Soft Real-Time,1158,0.432,0.563,0.698,0.331,0.468,,0.0,0.0
/sensing/imu/imu_data,Soft Real-Time,11777,0.413,0.542,1.278,0.627,0.885,,0.0,0.0
/sensing/vehicle_velocity_converter/twist_with_covariance,Soft Real-Time,11758,3.947,32.543,33.667,10.007,14.983,,0.0,0.0
/system/emergency/hazard_lights_cmd,Soft Real-Time,5879,0.621,1.495,2.68,0.485,0.684,,0.0,0.0
/system/emergency/hazard_status,Soft Real-Time,5879,1.45,1.68,2.879,0.282,0.398,,0.0,0.0
/system/mrm/emergency_stop/status,Soft Real-Time,11760,0.448,1.39,1.682,0.402,0.629,,0.0,0.0
/vehicle/status/actuation_status,Soft Real-Time,11786,0.254,0.497,1.202,0.21,0.298,,0.0,0.0
/vehicle/status/control_mode,Soft Real-Time,11787,0.351,0.667,1.483,0.267,0.378,,0.0,0.0
/vehicle/status/gear_status,Soft Real-Time,11788,0.362,0.709,1.461,0.267,0.378,,0.0,0.0
/vehicle/status/steering_status,Soft Real-Time,11786,0.345,0.648,1.439,0.268,0.38,,0.0,0.0
/vehicle/status/velocity_status,Soft Real-Time,11787,0.296,0.531,1.256,0.231,0.327,,0.0,0.0
/perception/object_recognition/detection/centerpoint/objects,Perception,5874,52.821,97.479,102.761,23.084,19.275,,,0.001869
/perception/object_recognition/detection/detection_by_tracker/objects,Perception,5862,53.741,97.885,102.933,22.691,17.755,,,0.001873
/perception/object_recognition/detection/objects,Perception,5882,52.568,96.209,102.158,22.778,17.885,,,0.001867
/perception/object_recognition/objects,Perception,5875,22.77,57.058,63.157,13.784,15.434,,,0.00068
/perception/object_recognition/prediction/maneuver,Perception,5876,22.559,57.334,63.049,13.882,15.394,,,0.00068
/perception/object_recognition/tracking/objects,Perception,5887,22.588,57.575,63.559,14.199,15.289,,,0.001018
/perception/occupancy_grid_map/map,Perception,5875,55.94,100.248,105.073,22.633,17.708,,,0.0
/sensing/camera/main/image_raw,Perception,3072,362.133,394.645,404.833,23.154,41.384,,,0.463219
/sensing/lidar/concatenated/pointcloud,Perception,4199,275.962,359.097,375.053,45.473,59.377,,,0.266037
/sensing/lidar/top/pointcloud,Perception,4099,288.598,371.676,382.525,46.358,60.682,,,0.283016
/control/autonomous_emergency_braking/debug/markers,Best-Effort,1778,1218.689,1465.917,1541.086,205.93,276.275,,,0.717014
/control/autonomous_emergency_braking/debug/processing_time_detail_ms,Best-Effort,1841,1217.532,1492.481,1574.33,216.766,286.034,,,0.707313
/control/autonomous_emergency_braking/metrics,Best-Effort,1816,1220.415,1476.385,1573.84,214.325,281.538,,,0.711334
/control/autonomous_emergency_braking/virtual_wall,Best-Effort,1785,1216.772,1466.581,1558.922,206.707,276.56,,,0.716216
/control/autoware_operation_mode_transition_manager/debug_info,Best-Effort,1631,1212.32,1476.396,1561.734,201.12,295.594,,,0.71401
/control/command/control_cmd/debug/published_time,Best-Effort,2793,1269.606,1532.616,1621.813,195.248,243.054,,,0.755857
/control/control_evaluator/debug/processing_time_ms,Best-Effort,1637,1208.518,1474.012,1570.112,202.709,296.014,,,0.71321
/control/control_evaluator/metrics,Best-Effort,1657,1208.789,1493.624,1569.159,205.367,300.745,,,0.709502
/control/control_validator/debug/marker,Best-Effort,2797,1270.001,1537.723,1621.193,202.652,243.84,,,0.755912
/control/control_validator/debug/processing_time_ms,Best-Effort,2799,1270.748,1538.097,1622.088,206.917,243.791,,,0.755759
/control/control_validator/validation_status,Best-Effort,2800,1270.313,1538.193,1621.56,205.971,244.182,,,0.755672
/control/control_validator/virtual_wall,Best-Effort,2799,1270.83,1538.148,1622.735,209.116,243.956,,,0.75578
/control/trajectory_follower/control_cmd/debug/published_time,Best-Effort,2790,1269.768,1532.931,1620.965,195.241,243.555,,,0.755756
/control/trajectory_follower/controller_node_exe/debug/predicted_trajectory_in_frenet_coordinate,Best-Effort,2821,1265.72,1538.934,1622.332,201.146,245.979,,,0.753344
/control/trajectory_follower/controller_node_exe/debug/resampled_reference_trajectory,Best-Effort,2851,1261.257,1543.172,1624.256,203.705,248.265,,,0.750852
/control/trajectory_follower/controller_node_exe/lateral/debug/processing_time_ms,Best-Effort,2789,1268.557,1532.72,1621.291,196.211,244.109,,,0.755672
