topic,class,count,avg_lat_ms,p95_lat_ms,p99_lat_ms,jitter_std_ms,ipdv_std_ms,deadline_missrate_1ms,deadline_missrate_50ms,loss_rate
/control/command/actuation_cmd,Critical,11799,15.593,26.39,28.708,8.062,12.57,0.99839,,0.0
/control/command/control_cmd,Critical,11803,15.602,26.451,28.762,8.084,12.601,0.998899,,0.0
/control/command/emergency_cmd,Critical,11784,15.71,26.538,28.885,8.532,12.612,0.999406,,0.0
/control/command/gear_cmd,Critical,5893,6.928,13.29,15.48,5.401,6.056,0.877821,,0.0
/control/trajectory_follower/control_cmd,Critical,11797,15.465,26.401,28.743,8.108,12.634,0.998898,,0.0
/system/emergency/control_cmd,Critical,11827,0.44,1.386,3.139,0.572,0.868,0.12091,,0.0
/system/emergency/gear_cmd,Critical,5913,0.582,2.128,3.131,0.648,0.912,0.201251,,0.0
/system/emergency_holding,Critical,5902,0.892,2.547,3.837,0.819,1.156,0.34124,,0.0
/system/fail_safe/mrm_state,Critical,5905,0.682,2.285,3.394,0.719,1.019,0.245555,,0.0
/control/command/hazard_lights_cmd,Soft Real-Time,5882,7.193,13.447,15.42,6.03,5.89,,0.00136,0.0
/control/command/turn_indicators_cmd,Soft Real-Time,5895,6.318,13.007,14.854,5.845,5.808,,0.001187,0.0
/localization/kinematic_state,Soft Real-Time,11828,3.469,32.473,33.251,7.817,11.424,,0.0,0.0
/localization/pose_estimator/pose,Soft Real-Time,5910,6.948,31.581,32.664,11.473,17.838,,0.0,0.0
/localization/pose_estimator/pose_with_covariance,Soft Real-Time,5910,7.007,31.495,32.608,11.406,17.746,,0.0,0.0
/localization/pose_twist_fusion_filter/pose,Soft Real-Time,11817,1.782,3.094,32.696,4.255,6.044,,0.0,0.0
/localization/pose_twist_fusion_filter/twist,Soft Real-Time,11840,2.599,4.246,33.071,6.155,8.854,,0.0,0.0
/localization/pose_twist_fusion_filter/twist_with_covariance,Soft Real-Time,11842,2.658,4.483,33.067,6.365,9.167,,0.0,0.0
/localization/pose_with_covariance,Soft Real-Time,11827,2.09,3.287,32.888,5.212,7.444,,0.0,0.0
/localization/twist_estimator/twist_with_covariance,Soft Real-Time,11834,5.657,32.598,33.477,10.871,16.698,,0.0,0.0
/sensing/gnss/pose_with_covariance,Soft Real-Time,1165,0.92,2.057,3.434,0.69,0.926,,0.0,0.0
/sensing/imu/imu_data,Soft Real-Time,11845,1.065,2.407,4.142,1.253,1.764,,0.0,0.0
/sensing/vehicle_velocity_converter/twist_with_covariance,Soft Real-Time,11826,5.556,32.752,33.581,10.968,16.847,,0.0,0.0
/system/emergency/hazard_lights_cmd,Soft Real-Time,5912,0.557,1.991,3.106,0.634,0.895,,0.0,0.0
/system/emergency/hazard_status,Soft Real-Time,5912,1.487,2.467,3.59,0.503,0.71,,0.0,0.0
/system/mrm/emergency_stop/status,Soft Real-Time,11827,0.476,1.39,2.988,0.561,0.846,,0.0,0.0
/vehicle/status/actuation_status,Soft Real-Time,11854,0.292,0.671,1.915,0.313,0.445,,0.0,0.0
/vehicle/status/control_mode,Soft Real-Time,11854,0.397,0.923,2.177,0.354,0.507,,0.0,0.0
/vehicle/status/gear_status,Soft Real-Time,11855,0.405,0.922,2.053,0.352,0.503,,0.0,0.0
/vehicle/status/steering_status,Soft Real-Time,11853,0.403,0.916,2.26,0.365,0.519,,0.0,0.0
/vehicle/status/velocity_status,Soft Real-Time,11855,0.374,0.795,1.976,0.32,0.45,,0.0,0.0
/perception/object_recognition/detection/centerpoint/objects,Perception,5919,13.192,34.218,35.379,9.817,15.068,,,0.0
/perception/object_recognition/detection/detection_by_tracker/objects,Perception,5907,13.591,34.559,35.745,9.744,15.006,,,0.0
/perception/object_recognition/detection/objects,Perception,5927,12.578,33.659,34.833,9.788,15.01,,,0.0
/perception/object_recognition/objects,Perception,5912,1.132,2.775,3.783,0.943,1.323,,,0.0
/perception/object_recognition/prediction/maneuver,Perception,5913,1.105,2.706,3.681,0.96,1.251,,,0.0
/perception/object_recognition/tracking/objects,Perception,5926,0.877,2.166,3.193,0.818,1.162,,,0.0
/perception/occupancy_grid_map/map,Perception,5909,15.389,36.411,37.162,9.803,15.231,,,0.0
/sensing/camera/main/image_raw,Perception,2139,492.329,524.882,587.369,39.977,38.785,,,0.63678
/sensing/lidar/concatenated/pointcloud,Perception,3162,386.978,489.199,507.257,66.385,77.812,,,0.462336
/sensing/lidar/top/pointcloud,Perception,3088,406.352,504.33,543.072,68.127,78.242,,,0.474562
/control/autonomous_emergency_braking/debug/markers,Best-Effort,6496,8.563,13.806,16.036,4.881,4.327,,,0.0
/control/autonomous_emergency_braking/debug/processing_time_detail_ms,Best-Effort,6496,6.191,13.099,15.41,5.647,5.959,,,0.0
/control/autonomous_emergency_braking/metrics,Best-Effort,6497,7.582,13.734,15.89,5.493,5.672,,,0.0
/control/autonomous_emergency_braking/virtual_wall,Best-Effort,6496,8.221,14.011,16.062,4.886,5.257,,,0.0
/control/autoware_operation_mode_transition_manager/debug_info,Best-Effort,5896,6.168,12.706,14.552,5.735,5.69,,,0.0
/control/command/control_cmd/debug/published_time,Best-Effort,11794,15.726,26.534,28.86,8.482,12.583,,,0.0
/control/control_evaluator/debug/processing_time_ms,Best-Effort,5895,5.617,12.489,14.629,5.315,6.003,,,0.0
/control/control_evaluator/metrics,Best-Effort,5897,4.677,11.79,13.996,5.525,5.574,,,0.0
/control/control_validator/debug/marker,Best-Effort,11813,15.314,26.358,28.583,8.553,12.781,,,0.0
/control/control_validator/debug/processing_time_ms,Best-Effort,11814,15.33,26.374,28.629,8.126,12.712,,,0.0
/control/control_validator/validation_status,Best-Effort,11814,15.169,26.2,28.36,8.568,12.807,,,0.0
/control/control_validator/virtual_wall,Best-Effort,11815,15.128,26.185,28.407,8.576,12.868,,,0.0
/control/trajectory_follower/control_cmd/debug/published_time,Best-Effort,11777,15.681,26.519,28.888,8.535,12.613,,,0.0
/control/trajectory_follower/controller_node_exe/debug/predicted_trajectory_in_frenet_coordinate,Best-Effort,11791,14.42,25.897,28.007,8.584,13.427,,,0.0
/control/trajectory_follower/controller_node_exe/debug/resampled_reference_trajectory,Best-Effort,11798,13.007,26.232,28.383,10.165,16.151,,,0.0
/control/trajectory_follower/controller_node_exe/lateral/debug/processing_time_ms,Best-Effort,11769,15.329,26.315,28.463,8.238,12.739,,,0.0
/control/trajectory_follower/controller_node_exe/longitudinal/debug/processing_time_ms,Best-Effort,11796,15.448,26.398,28.735,8.133,12.67,,,0.0
/control/trajectory_follower/controller_node_exe/output/debug_marker,Best-Effort,11792,15.61,26.472,28.825,8.506,12.604,,,0.0
/control/trajectory_follower/controller_node_exe/output/estimated_steer_offset,Best-Effort,11793,14.971,26.011,28.259,8.647,12.786,,,0.0
/control/trajectory_follower/lane_departure_checker_node/debug/deviation/lateral,Best-Effort,5895,6.272,12.794,14.686,5.727,5.54,,,0.0
/control/trajectory_follower/lane_departure_checker_node/debug/deviation/yaw,Best-Effort,5896,5.992,12.539,14.438,5.613,5.356,,,0.0
/control/trajectory_follower/lane_departure_checker_node/debug/deviation/yaw_deg,Best-Effort,5897,5.38,12.173,14.179,5.567,5.318,,,0.0
/control/trajectory_follower/lane_departure_checker_node/debug/marker_array,Best-Effort,5897,6.359,12.714,14.626,5.504,5.266,,,0.0
/control/trajectory_follower/lane_departure_checker_node/debug/processing_time_ms,Best-Effort,5906,5.502,12.471,14.645,5.168,5.84,,,0.0
/control/trajectory_follower/lane_departure_checker_node/debug/processing_time_ms_diag,Best-Effort,5905,4.992,12.182,14.378,5.508,5.591,,,0.0
/control/trajectory_follower/lateral/diagnostic,Best-Effort,11794,14.831,25.913,28.173,8.675,12.854,,,0.0
/control/trajectory_follower/lateral/predicted_trajectory,Best-Effort,11791,15.114,26.285,28.364,8.314,12.943,,,0.0
/control/trajectory_follower/longitudinal/diagnostic,Best-Effort,11793,15.344,26.355,28.514,8.572,12.676,,,0.0
/control/vehicle_cmd_gate/debug/processing_time_ms,Best-Effort,5889,7.705,13.509,15.819,5.309,5.831,,,0.0
/control/vehicle_cmd_gate/is_filter_activated/marker_raw,Best-Effort,11775,15.772,26.579,28.912,8.541,12.609,,,0.0
/localization/debug/ellipse_marker,Best-Effort,4618,452.755,517.823,545.503,60.695,72.615,,,0.608312
/localization/pose_estimator/exe_time_ms,Best-Effort,2079,489.61,523.446,583.635,42.878,40.591,,,0.646308
/localization/pose_twist_fusion_filter/debug/processing_time_ms,Best-Effort,4613,453.037,517.823,542.699,60.442,72.872,,,0.608304
/localization/pose_twist_fusion_filter/debug/stop_flag,Best-Effort,4864,441.621,515.292,542.372,63.918,79.195,,,0.586816
/localization/pose_twist_fusion_filter/pose_instability_detector/debug/diff_pose,Best-Effort,489,427.81,480.13,544.165,59.036,72.492,,,0.579897
/localization/util/crop_box_filter_measurement_range/debug/cyclic_time_ms,Best-Effort,3402,382.336,482.836,516.177,68.115,85.934,,,0.421724
/localization/util/crop_box_filter_measurement_range/debug/pipeline_latency_ms,Best-Effort,3394,382.832,483.857,517.919,68.319,85.597,,,0.422887
/localization/util/crop_box_filter_measurement_range/debug/processing_time_ms,Best-Effort,3398,382.675,483.601,517.941,68.264,85.658,,,0.422305
/localization/util/downsample/pointcloud/debug/published_time,Best-Effort,2250,470.975,522.427,578.852,61.782,77.69,,,0.617152
/localization/util/measurement_range/pointcloud/debug/published_time,Best-Effort,3178,391.7,494.428,520.475,69.708,80.251,,,0.459156
/localization/util/voxel_grid_downsample/pointcloud/debug/published_time,Best-Effort,2596,437.259,518.172,562.955,73.69,87.981,,,0.558278
/perception/object_recognition/detection/centerpoint/lidar_centerpoint/debug/cyclic_time_ms,Best-Effort,2082,484.755,518.788,578.927,43.435,41.25,,,0.645738
/perception/object_recognition/detection/centerpoint/lidar_centerpoint/debug/pipeline_latency_ms,Best-Effort,2085,484.414,518.583,578.764,43.733,41.055,,,0.645649
/perception/object_recognition/detection/centerpoint/lidar_centerpoint/debug/processing_time_ms,Best-Effort,2081,484.749,518.752,565.648,43.324,40.461,,,0.645727
/perception/object_recognition/detection/centerpoint/objects/debug/published_time,Best-Effort,2082,484.767,518.664,578.944,43.306,40.849,,,0.645858
/perception/object_recognition/detection/centerpoint/validation/objects/debug/published_time,Best-Effort,2084,484.539,518.36,578.848,43.516,40.85,,,0.645759
/perception/object_recognition/detection/clustering/debug/clusters,Best-Effort,2082,485.143,519.068,579.841,43.286,40.88,,,0.645918
/perception/object_recognition/detection/clustering/objects/debug/published_time,Best-Effort,2084,484.983,518.894,579.718,43.476,40.835,,,0.645699
/perception/object_recognition/detection/clustering/objects_with_feature/debug/published_time,Best-Effort,2084,484.89,518.686,579.705,43.485,40.866,,,0.645819
/perception/object_recognition/detection/clustering/shape_estimation/debug/cyclic_time_ms,Best-Effort,2082,485.163,519.1,579.826,43.278,40.854,,,0.645858
/perception/object_recognition/detection/clustering/shape_estimation/debug/processing_time_ms,Best-Effort,2080,485.284,518.895,566.052,43.077,40.274,,,0.645957
/perception/object_recognition/detection/clustering/voxel_grid_based_euclidean_cluster/debug/cyclic_time_ms,Best-Effort,2082,485.189,519.102,579.876,43.287,40.878,,,0.645858
/perception/object_recognition/detection/clustering/voxel_grid_based_euclidean_cluster/debug/pipeline_latency_ms,Best-Effort,2080,485.258,519.136,566.175,43.09,40.302,,,0.645957
/perception/object_recognition/detection/clustering/voxel_grid_based_euclidean_cluster/debug/processing_time_ms,Best-Effort,2084,484.952,518.85,579.775,43.49,40.886,,,0.645699
/perception/object_recognition/detection/detection_by_tracker/debug/divided_objects,Best-Effort,2080,485.258,518.9,566.033,43.077,40.278,,,0.645957
/perception/object_recognition/detection/detection_by_tracker/debug/initial_objects,Best-Effort,2084,484.923,518.733,579.741,43.485,40.862,,,0.645759
/perception/object_recognition/detection/detection_by_tracker/debug/merged_objects,Best-Effort,2082,485.225,519.157,579.884,43.269,40.852,,,0.645798
/perception/object_recognition/detection/detection_by_tracker/debug/tracked_objects,Best-Effort,2082,485.194,519.128,579.864,43.275,40.851,,,0.645798
/perception/object_recognition/detection/detection_by_tracker/detection_by_tracker/debug/cyclic_time_ms,Best-Effort,2083,485.098,518.971,579.809,43.341,40.841,,,0.645809
/perception/object_recognition/detection/detection_by_tracker/detection_by_tracker/debug/processing_time_ms,Best-Effort,2079,485.304,518.927,566.231,43.065,40.161,,,0.645947
/perception/object_recognition/detection/detection_by_tracker/objects/debug/published_time,Best-Effort,2083,485.149,519.004,579.839,43.341,40.841,,,0.645809
/perception/object_recognition/detection/object_association_merger/debug/cyclic_time_ms,Best-Effort,4172,484.526,518.757,579.098,43.546,28.992,,,0.64581
