topic,class,count,avg_lat_ms,p95_lat_ms,p99_lat_ms,jitter_std_ms,ipdv_std_ms,deadline_missrate_1ms,deadline_missrate_2ms,loss_rate
/control/command/actuation_cmd,Critical,11915,1.557,4.159,5.277,1.41,2.221,0.545363,,0.0
/control/command/control_cmd,Critical,11923,1.577,4.179,5.293,1.408,2.228,0.581146,,0.0
/control/command/emergency_cmd,Critical,11885,1.61,4.254,5.357,1.43,2.277,0.586454,,0.0
/control/command/gear_cmd,Critical,5954,1.908,4.411,5.397,1.363,1.903,0.671481,,0.0
/control/trajectory_follower/control_cmd,Critical,11923,1.457,4.166,5.238,1.411,2.296,0.522687,,0.0
/system/emergency/control_cmd,Critical,11911,0.284,1.196,2.313,0.432,0.622,0.064058,,0.0
/system/emergency/gear_cmd,Critical,5954,0.25,1.213,2.199,0.426,0.594,0.077259,,0.0
/system/emergency_holding,Critical,5934,0.422,1.997,3.099,0.645,0.912,0.153691,,0.0
/system/fail_safe/mrm_state,Critical,5942,0.354,1.851,2.787,0.583,0.83,0.126893,,0.0
/control/command/hazard_lights_cmd,Soft Real-Time,5930,1.984,4.524,5.494,1.384,1.932,,0.465936,0.0
/control/command/turn_indicators_cmd,Soft Real-Time,5958,1.654,4.09,5.126,1.292,1.813,,0.360356,0.0
/localization/kinematic_state,Soft Real-Time,11891,2.844,10.426,11.198,3.986,6.71,,0.278698,0.0
/localization/pose_estimator/pose,Soft Real-Time,5940,5.935,9.906,10.425,3.967,1.412,,0.691582,0.0
/localization/pose_estimator/pose_with_covariance,Soft Real-Time,5940,5.889,9.883,10.371,3.952,1.449,,0.690741,0.0
/localization/pose_twist_fusion_filter/pose,Soft Real-Time,11870,1.394,9.041,10.708,2.536,3.911,,0.116007,0.0
/localization/pose_twist_fusion_filter/twist,Soft Real-Time,11916,2.188,9.925,11.058,3.474,5.598,,0.213662,0.0
/localization/pose_twist_fusion_filter/twist_with_covariance,Soft Real-Time,11920,2.162,9.438,10.717,3.415,5.517,,0.213339,0.0
/localization/pose_with_covariance,Soft Real-Time,11890,1.637,9.118,10.655,2.82,4.416,,0.143146,0.0
/localization/twist_estimator/twist_with_covariance,Soft Real-Time,11903,5.066,10.628,11.306,4.668,9.244,,0.509451,0.0
/sensing/gnss/pose_with_covariance,Soft Real-Time,1174,0.223,0.28,1.029,0.135,0.187,,0.0,0.0
/sensing/imu/imu_data,Soft Real-Time,11926,0.307,0.793,2.301,0.69,0.965,,0.015428,0.0
