topic,class,count,avg_lat_ms,p95_lat_ms,p99_lat_ms,jitter_std_ms,ipdv_std_ms,deadline_missrate_1ms,deadline_missrate_50ms,loss_rate
/control/command/actuation_cmd,Critical,11808,15.534,26.447,28.658,8.06,12.624,0.998137,,0.0
/control/command/control_cmd,Critical,11812,15.551,26.511,28.766,8.075,12.638,0.998476,,0.0
/control/command/emergency_cmd,Critical,11793,15.654,26.553,28.902,8.509,12.652,0.998728,,0.0
/control/command/gear_cmd,Critical,5898,7.006,13.322,15.54,5.407,6.054,0.881146,,0.0
/control/trajectory_follower/control_cmd,Critical,11806,15.416,26.407,28.643,8.113,12.655,0.998899,,0.0
/system/emergency/control_cmd,Critical,11755,0.443,1.425,2.825,0.542,0.828,0.118588,,0.0
/system/emergency/gear_cmd,Critical,5876,0.584,1.667,2.839,0.602,0.845,0.204731,,0.0
/system/emergency_holding,Critical,5865,0.873,2.423,3.398,0.743,1.036,0.334868,,0.0
/system/fail_safe/mrm_state,Critical,5869,0.687,2.254,3.314,0.654,0.921,0.239905,,0.0
/control/command/hazard_lights_cmd,Soft Real-Time,5886,7.303,13.522,15.503,6.055,5.931,,0.001359,0.0
/control/command/turn_indicators_cmd,Soft Real-Time,5900,6.336,12.995,15.233,5.837,5.867,,0.001186,0.0
/localization/kinematic_state,Soft Real-Time,11754,3.772,32.558,33.228,8.022,11.322,,8.5e-05,0.0
/localization/pose_estimator/pose,Soft Real-Time,5873,6.715,31.608,32.558,11.916,18.748,,0.00017,0.0
/localization/pose_estimator/pose_with_covariance,Soft Real-Time,5873,6.77,31.506,32.416,11.834,18.627,,0.00017,0.0
/localization/pose_twist_fusion_filter/pose,Soft Real-Time,11743,1.844,3.868,32.585,4.075,5.663,,8.5e-05,0.0
/localization/pose_twist_fusion_filter/twist,Soft Real-Time,11766,2.775,6.261,33.092,6.358,8.875,,8.5e-05,0.0
/localization/pose_twist_fusion_filter/twist_with_covariance,Soft Real-Time,11768,2.798,6.589,33.08,6.473,9.036,,8.5e-05,0.0
/localization/pose_with_covariance,Soft Real-Time,11753,2.174,4.282,32.909,5.137,7.125,,8.5e-05,0.0
/localization/twist_estimator/twist_with_covariance,Soft Real-Time,11761,6.073,32.616,33.282,10.92,16.241,,0.00017,0.0
/sensing/gnss/pose_with_covariance,Soft Real-Time,1158,1.163,2.568,4.671,2.405,2.514,,0.000864,0.0
/sensing/imu/imu_data,Soft Real-Time,11771,1.199,3.013,5.473,1.586,2.221,,8.5e-05,0.0
/sensing/vehicle_velocity_converter/twist_with_covariance,Soft Real-Time,11753,5.777,32.751,33.348,11.053,16.606,,0.00017,0.0
/system/emergency/hazard_lights_cmd,Soft Real-Time,5876,0.557,1.502,2.958,0.588,0.829,,0.0,0.0
/system/emergency/hazard_status,Soft Real-Time,5876,1.517,2.449,3.424,0.648,0.915,,0.0,0.0
/system/mrm/emergency_stop/status,Soft Real-Time,11755,0.473,1.42,2.689,0.526,0.797,,0.0,0.0
/vehicle/status/actuation_status,Soft Real-Time,11782,0.257,0.449,1.376,0.428,0.607,,0.0,0.0
/vehicle/status/control_mode,Soft Real-Time,11782,0.355,0.734,1.942,0.303,0.43,,0.0,0.0
/vehicle/status/gear_status,Soft Real-Time,11783,0.366,0.731,1.883,0.301,0.426,,0.0,0.0
/vehicle/status/steering_status,Soft Real-Time,11781,0.367,0.745,2.073,0.464,0.658,,0.0,0.0
/vehicle/status/velocity_status,Soft Real-Time,11783,0.317,0.574,1.395,0.258,0.363,,0.0,0.0
