topic,class,count,avg_lat_ms,p95_lat_ms,p99_lat_ms,jitter_std_ms,ipdv_std_ms,deadline_missrate_1ms,deadline_missrate_2ms,loss_rate
/control/command/actuation_cmd,Critical,11913,0.283,0.997,1.843,0.35,0.518,0.049358,,0.0
/control/command/control_cmd,Critical,11921,0.279,0.962,1.718,0.338,0.497,0.046053,,0.0
/control/command/emergency_cmd,Critical,11883,0.29,0.973,1.812,0.347,0.51,0.047379,,0.0
/control/command/gear_cmd,Critical,5953,0.35,0.947,1.411,0.291,0.394,0.041828,,0.0
/control/trajectory_follower/control_cmd,Critical,11921,0.229,0.765,1.234,0.255,0.378,0.024411,,0.0
/system/emergency/control_cmd,Critical,11909,0.205,0.264,1.292,0.222,0.314,0.01797,,0.0
/system/emergency/gear_cmd,Critical,5953,0.146,0.174,1.294,0.21,0.296,0.016966,,0.0
/system/emergency_holding,Critical,5934,0.183,0.73,1.904,0.318,0.447,0.037917,,0.0
/system/fail_safe/mrm_state,Critical,5942,0.171,0.448,1.691,0.284,0.399,0.029451,,0.0
/control/command/hazard_lights_cmd,Soft Real-Time,5929,0.363,0.999,1.487,0.308,0.415,,0.002361,0.0
/control/command/turn_indicators_cmd,Soft Real-Time,5957,0.32,0.865,1.321,0.258,0.35,,0.000671,0.0
/localization/kinematic_state,Soft Real-Time,11888,1.083,3.264,4.271,1.199,2.108,,0.266655,0.0
/localization/pose_estimator/pose,Soft Real-Time,5939,1.555,3.307,3.883,1.106,0.797,,0.347365,0.0
/localization/pose_estimator/pose_with_covariance,Soft Real-Time,5939,1.632,3.357,4.014,1.159,0.821,,0.39872,0.0
/localization/pose_twist_fusion_filter/pose,Soft Real-Time,11866,0.781,2.74,3.791,0.904,1.53,,0.100034,0.0
/localization/pose_twist_fusion_filter/twist,Soft Real-Time,11912,0.955,2.971,4.021,1.112,1.911,,0.196525,0.0
/localization/pose_twist_fusion_filter/twist_with_covariance,Soft Real-Time,11916,0.931,2.919,3.8,1.073,1.857,,0.196459,0.0
/localization/pose_with_covariance,Soft Real-Time,11886,0.841,2.832,3.677,0.948,1.628,,0.129144,0.0
/localization/twist_estimator/twist_with_covariance,Soft Real-Time,11900,1.825,4.325,4.536,1.578,2.899,,0.455966,0.0
/sensing/gnss/pose_with_covariance,Soft Real-Time,1174,0.21,0.267,0.536,0.152,0.212,,0.002555,0.0
/sensing/imu/imu_data,Soft Real-Time,11922,0.224,0.276,1.36,0.239,0.334,,0.006459,0.0
/sensing/vehicle_velocity_converter/twist_with_covariance,Soft Real-Time,11884,1.595,3.809,4.495,1.343,2.533,,0.464995,0.0
/system/emergency/hazard_lights_cmd,Soft Real-Time,5953,0.221,0.554,2.173,0.356,0.501,,0.011591,0.0
/system/emergency/hazard_status,Soft Real-Time,5953,0.346,0.97,2.352,0.382,0.534,,0.018478,0.0
/system/mrm/emergency_stop/status,Soft Real-Time,11909,0.225,0.301,1.643,0.258,0.363,,0.006298,0.0
/vehicle/status/actuation_status,Soft Real-Time,11936,0.185,0.258,0.519,0.167,0.238,,0.002262,0.0
/vehicle/status/control_mode,Soft Real-Time,11936,0.167,0.24,1.147,0.194,0.274,,0.003267,0.0
/vehicle/status/gear_status,Soft Real-Time,11938,0.155,0.226,1.062,0.189,0.263,,0.002848,0.0
/vehicle/status/steering_status,Soft Real-Time,11936,0.185,0.253,1.267,0.222,0.315,,0.004775,0.0
/vehicle/status/velocity_status,Soft Real-Time,11937,0.174,0.251,0.437,0.144,0.203,,0.001424,0.0
/perception/object_recognition/detection/centerpoint/objects,Perception,5957,3.001,5.53,6.603,2.08,1.044,,,0.0
/perception/object_recognition/detection/detection_by_tracker/objects,Perception,5933,3.223,5.956,6.94,2.245,1.221,,,0.0
/perception/object_recognition/detection/objects,Perception,5968,2.495,5.039,6.157,1.838,1.186,,,0.0
/perception/object_recognition/objects,Perception,5944,0.215,0.295,1.357,0.268,0.346,,,0.0
/perception/object_recognition/prediction/maneuver,Perception,5946,0.195,0.267,0.797,0.241,0.279,,,0.0
/perception/object_recognition/tracking/objects,Perception,5967,0.213,0.28,0.508,0.192,0.232,,,0.0
/perception/occupancy_grid_map/map,Perception,5937,4.956,7.572,8.21,2.685,1.043,,,0.0
/sensing/camera/main/image_raw,Perception,5963,12.131,13.173,13.771,0.712,0.825,,,0.0
/sensing/lidar/concatenated/pointcloud,Perception,5947,2.213,12.66,13.449,3.038,3.336,,,0.0
/sensing/lidar/top/pointcloud,Perception,5939,3.506,13.522,14.211,3.875,4.019,,,0.0
/control/autonomous_emergency_braking/debug/markers,Best-Effort,6566,1.787,4.002,5.182,1.168,1.614,,,0.0
/control/autonomous_emergency_braking/debug/processing_time_detail_ms,Best-Effort,6567,1.412,3.674,4.952,1.172,1.634,,,0.0
/control/autonomous_emergency_braking/metrics,Best-Effort,6567,1.569,3.932,5.16,1.23,1.697,,,0.0
/control/autonomous_emergency_braking/virtual_wall,Best-Effort,6566,1.783,4.186,5.31,1.255,1.741,,,0.0
/control/autoware_operation_mode_transition_manager/debug_info,Best-Effort,5957,1.582,3.809,4.983,1.19,1.652,,,0.0
/control/command/control_cmd/debug/published_time,Best-Effort,11903,1.338,4.064,5.0,1.361,2.139,,,0.0
/control/control_evaluator/debug/processing_time_ms,Best-Effort,5955,1.496,3.768,5.017,1.2,1.686,,,0.0
/control/control_evaluator/metrics,Best-Effort,5959,1.174,3.264,4.605,1.075,1.532,,,0.0
/control/control_validator/debug/marker,Best-Effort,11942,1.287,4.06,5.189,1.323,2.14,,,0.0
/control/control_validator/debug/processing_time_ms,Best-Effort,11943,1.295,4.122,5.158,1.344,2.165,,,0.0
/control/control_validator/validation_status,Best-Effort,11943,1.174,3.941,5.126,1.299,2.111,,,0.0
/control/control_validator/virtual_wall,Best-Effort,11943,1.138,3.881,5.076,1.284,2.082,,,0.0
/control/trajectory_follower/control_cmd/debug/published_time,Best-Effort,11881,1.387,4.195,5.105,1.379,2.194,,,0.0
/control/trajectory_follower/controller_node_exe/debug/predicted_trajectory_in_frenet_coordinate,Best-Effort,11909,1.163,3.924,5.188,1.259,2.111,,,0.0
/control/trajectory_follower/controller_node_exe/debug/resampled_reference_trajectory,Best-Effort,11921,0.945,3.031,4.488,1.034,1.665,,,0.0
/control/trajectory_follower/controller_node_exe/lateral/debug/processing_time_ms,Best-Effort,11865,1.318,4.151,5.266,1.352,2.221,,,0.0
/control/trajectory_follower/controller_node_exe/longitudinal/debug/processing_time_ms,Best-Effort,11918,1.341,4.179,5.154,1.363,2.189,,,8.4e-05
/control/trajectory_follower/controller_node_exe/output/debug_marker,Best-Effort,11911,1.335,4.146,5.079,1.366,2.173,,,0.0
/control/trajectory_follower/controller_node_exe/output/estimated_steer_offset,Best-Effort,11913,1.199,3.992,5.185,1.294,2.131,,,0.0
/control/trajectory_follower/lane_departure_checker_node/debug/deviation/lateral,Best-Effort,5955,1.68,3.986,5.191,1.189,1.665,,,0.0
/control/trajectory_follower/lane_departure_checker_node/debug/deviation/yaw,Best-Effort,5957,1.559,3.746,5.013,1.148,1.614,,,0.0
/control/trajectory_follower/lane_departure_checker_node/debug/deviation/yaw_deg,Best-Effort,5959,1.335,3.512,4.75,1.113,1.562,,,0.0
/control/trajectory_follower/lane_departure_checker_node/debug/marker_array,Best-Effort,5959,1.601,3.809,4.969,1.159,1.634,,,0.0
/control/trajectory_follower/lane_departure_checker_node/debug/processing_time_ms,Best-Effort,5970,1.361,3.729,4.941,1.198,1.661,,,0.0
/control/trajectory_follower/lane_departure_checker_node/debug/processing_time_ms_diag,Best-Effort,5969,1.243,3.46,4.648,1.119,1.572,,,0.0
/control/trajectory_follower/lateral/diagnostic,Best-Effort,11915,1.115,3.858,5.097,1.261,2.084,,,0.0
/control/trajectory_follower/lateral/predicted_trajectory,Best-Effort,11909,1.256,4.046,5.235,1.3,2.147,,,0.0
/control/trajectory_follower/longitudinal/diagnostic,Best-Effort,11913,1.311,4.124,5.229,1.343,2.198,,,0.0
/control/vehicle_cmd_gate/debug/processing_time_ms,Best-Effort,5945,1.899,4.42,5.482,1.317,1.842,,,0.0
/control/vehicle_cmd_gate/is_filter_activated/marker_raw,Best-Effort,11865,1.416,4.184,5.091,1.379,2.175,,,0.0
/localization/debug/ellipse_marker,Best-Effort,11910,1.469,4.258,5.249,1.485,2.622,,,0.0
/localization/pose_estimator/exe_time_ms,Best-Effort,5941,2.185,4.367,5.263,1.441,1.055,,,0.0
/localization/pose_twist_fusion_filter/debug/processing_time_ms,Best-Effort,11884,1.546,4.549,5.428,1.564,2.765,,,0.0
/localization/pose_twist_fusion_filter/debug/stop_flag,Best-Effort,11874,1.447,4.357,5.419,1.462,2.565,,,0.0
/localization/pose_twist_fusion_filter/pose_instability_detector/debug/diff_pose,Best-Effort,1186,0.562,2.168,3.569,0.693,0.972,,,0.0
/localization/util/crop_box_filter_measurement_range/debug/cyclic_time_ms,Best-Effort,5951,0.911,3.326,4.819,1.132,1.008,,,0.0
/localization/util/crop_box_filter_measurement_range/debug/pipeline_latency_ms,Best-Effort,5947,1.151,3.889,5.139,1.232,1.14,,,0.0
/localization/util/crop_box_filter_measurement_range/debug/processing_time_ms,Best-Effort,5949,1.02,3.635,5.014,1.179,1.072,,,0.0
/localization/util/downsample/pointcloud/debug/published_time,Best-Effort,5939,2.631,4.842,5.977,1.354,1.313,,,0.0
/localization/util/measurement_range/pointcloud/debug/published_time,Best-Effort,5937,1.77,4.566,5.824,1.291,1.282,,,0.0
/localization/util/voxel_grid_downsample/pointcloud/debug/published_time,Best-Effort,5939,2.428,4.788,5.954,1.284,1.383,,,0.0
/perception/object_recognition/detection/centerpoint/lidar_centerpoint/debug/cyclic_time_ms,Best-Effort,5939,2.991,5.02,5.905,1.438,1.476,,,0.0
/perception/object_recognition/detection/centerpoint/lidar_centerpoint/debug/pipeline_latency_ms,Best-Effort,5953,2.667,4.788,5.54,1.452,1.444,,,0.0
/perception/object_recognition/detection/centerpoint/lidar_centerpoint/debug/processing_time_ms,Best-Effort,5933,3.12,5.101,6.0,1.431,1.495,,,0.0
/perception/object_recognition/detection/centerpoint/objects/debug/published_time,Best-Effort,5943,2.663,4.804,5.612,1.446,1.428,,,0.0
/perception/object_recognition/detection/centerpoint/validation/objects/debug/published_time,Best-Effort,5951,2.512,4.702,5.443,1.442,1.421,,,0.0
/perception/object_recognition/detection/clustering/debug/clusters,Best-Effort,5945,2.099,4.231,5.199,1.3,1.213,,,0.0
/perception/object_recognition/detection/clustering/objects/debug/published_time,Best-Effort,5949,2.829,5.002,5.895,1.473,1.447,,,0.0
/perception/object_recognition/detection/clustering/objects_with_feature/debug/published_time,Best-Effort,5953,2.252,4.397,5.351,1.372,1.247,,,0.0
/perception/object_recognition/detection/clustering/shape_estimation/debug/cyclic_time_ms,Best-Effort,5943,2.655,4.842,5.723,1.423,1.371,,,0.0
/perception/object_recognition/detection/clustering/shape_estimation/debug/processing_time_ms,Best-Effort,5935,3.003,5.158,6.048,1.451,1.469,,,0.0
/perception/object_recognition/detection/clustering/voxel_grid_based_euclidean_cluster/debug/cyclic_time_ms,Best-Effort,5943,2.308,4.428,5.341,1.345,1.253,,,0.0
/perception/object_recognition/detection/clustering/voxel_grid_based_euclidean_cluster/debug/pipeline_latency_ms,Best-Effort,5935,2.551,4.688,5.569,1.382,1.372,,,0.0
/perception/object_recognition/detection/clustering/voxel_grid_based_euclidean_cluster/debug/processing_time_ms,Best-Effort,5949,2.026,4.133,5.095,1.276,1.152,,,0.0
/perception/object_recognition/detection/detection_by_tracker/debug/divided_objects,Best-Effort,5935,2.982,5.119,5.952,1.452,1.443,,,0.0
/perception/object_recognition/detection/detection_by_tracker/debug/initial_objects,Best-Effort,5951,2.28,4.465,5.358,1.386,1.247,,,0.0
/perception/object_recognition/detection/detection_by_tracker/debug/merged_objects,Best-Effort,5941,2.855,5.01,5.856,1.443,1.4,,,0.0
/perception/object_recognition/detection/detection_by_tracker/debug/tracked_objects,Best-Effort,5941,2.731,4.895,5.773,1.432,1.372,,,0.0
/perception/object_recognition/detection/detection_by_tracker/detection_by_tracker/debug/cyclic_time_ms,Best-Effort,5947,2.942,5.115,6.002,1.474,1.461,,,0.0
/perception/object_recognition/detection/detection_by_tracker/detection_by_tracker/debug/processing_time_ms,Best-Effort,5929,3.228,5.342,6.188,1.469,1.513,,,0.0
/perception/object_recognition/detection/detection_by_tracker/objects/debug/published_time,Best-Effort,5947,3.026,5.206,6.065,1.479,1.478,,,0.0
/perception/object_recognition/detection/object_association_merger/debug/cyclic_time_ms,Best-Effort,11899,3.014,5.027,5.927,1.432,1.175,,,0.0
