topic,class,count,avg_lat_ms,p95_lat_ms,p99_lat_ms,jitter_std_ms,ipdv_std_ms,deadline_missrate_1ms,deadline_missrate_2ms,loss_rate
/control/command/actuation_cmd,Critical,11912,1.606,4.182,5.285,1.401,2.2,0.570937,,0.0
/control/command/control_cmd,Critical,11920,1.623,4.22,5.318,1.404,2.212,0.595302,,0.0
/control/command/emergency_cmd,Critical,11882,1.659,4.242,5.361,1.413,2.241,0.609073,,0.0
/control/command/gear_cmd,Critical,5952,1.852,4.343,5.355,1.347,1.896,0.657762,,0.0
/control/trajectory_follower/control_cmd,Critical,11920,1.522,4.159,5.351,1.408,2.273,0.550671,,0.0
/system/emergency/control_cmd,Critical,11913,0.221,0.335,1.386,0.255,0.378,0.027953,,0.0
/system/emergency/gear_cmd,Critical,5955,0.266,0.382,1.385,0.238,0.332,0.030227,,0.0
/system/emergency_holding,Critical,5934,0.31,1.202,2.204,0.388,0.542,0.071958,,0.0
/system/fail_safe/mrm_state,Critical,5942,0.283,1.043,2.181,0.329,0.463,0.051834,,0.0
/control/command/hazard_lights_cmd,Soft Real-Time,5928,1.941,4.442,5.449,1.384,1.923,,0.452767,0.0
/control/command/turn_indicators_cmd,Soft Real-Time,5956,1.605,4.012,5.092,1.275,1.789,,0.34822,0.0
/localization/kinematic_state,Soft Real-Time,11894,2.811,10.321,11.012,3.931,6.603,,0.278964,0.0
/localization/pose_estimator/pose,Soft Real-Time,5942,5.827,9.723,10.244,3.903,1.416,,0.691013,0.0
/localization/pose_estimator/pose_with_covariance,Soft Real-Time,5942,5.78,9.714,10.201,3.883,1.467,,0.690508,0.0
/localization/pose_twist_fusion_filter/pose,Soft Real-Time,11872,1.406,9.083,10.721,2.518,3.889,,0.119356,0.0
/localization/pose_twist_fusion_filter/twist,Soft Real-Time,11918,2.152,9.821,10.842,3.402,5.467,,0.210438,0.0
/localization/pose_twist_fusion_filter/twist_with_covariance,Soft Real-Time,11922,2.124,9.431,10.7,3.351,5.401,,0.209529,0.0
/localization/pose_with_covariance,Soft Real-Time,11892,1.634,9.162,10.633,2.782,4.356,,0.144551,0.0
/localization/twist_estimator/twist_with_covariance,Soft Real-Time,11906,4.951,10.567,11.029,4.605,9.097,,0.512011,0.0
/sensing/gnss/pose_with_covariance,Soft Real-Time,1174,0.224,0.283,1.026,0.157,0.22,,0.001704,0.0
/sensing/imu/imu_data,Soft Real-Time,11928,0.301,0.663,2.303,0.641,0.891,,0.01727,0.0
/sensing/vehicle_velocity_converter/twist_with_covariance,Soft Real-Time,11890,4.441,10.561,11.118,4.322,8.394,,0.505383,0.0
/system/emergency/hazard_lights_cmd,Soft Real-Time,5955,0.262,0.356,1.367,0.212,0.295,,0.003023,0.0
/system/emergency/hazard_status,Soft Real-Time,5955,0.384,1.016,1.811,0.301,0.421,,0.007893,0.0
/system/mrm/emergency_stop/status,Soft Real-Time,11913,0.207,0.331,1.36,0.227,0.341,,0.005204,0.0
/vehicle/status/actuation_status,Soft Real-Time,11940,0.157,0.228,0.837,0.157,0.225,,0.002513,0.0
/vehicle/status/control_mode,Soft Real-Time,11941,0.145,0.212,1.139,0.173,0.246,,0.002261,0.0
/vehicle/status/gear_status,Soft Real-Time,11941,0.134,0.194,1.012,0.163,0.231,,0.001256,0.0
/vehicle/status/steering_status,Soft Real-Time,11939,0.158,0.243,1.217,0.203,0.291,,0.003769,0.0
/vehicle/status/velocity_status,Soft Real-Time,11941,0.151,0.229,0.981,0.151,0.215,,0.00134,0.0
/perception/object_recognition/detection/centerpoint/objects,Perception,5960,2.975,5.349,6.473,1.964,1.084,,,0.0
/perception/object_recognition/detection/detection_by_tracker/objects,Perception,5936,3.258,5.841,6.903,2.056,1.284,,,0.0
/perception/object_recognition/detection/objects,Perception,5968,2.561,4.962,6.202,1.72,1.26,,,0.0
/perception/object_recognition/objects,Perception,5947,0.331,1.334,2.306,0.524,0.703,,,0.0
/perception/object_recognition/prediction/maneuver,Perception,5949,0.31,1.253,2.271,0.489,0.645,,,0.0
/perception/object_recognition/tracking/objects,Perception,5968,0.245,0.312,2.225,0.362,0.472,,,0.0
/perception/occupancy_grid_map/map,Perception,5940,4.788,7.351,7.877,2.587,1.075,,,0.0
/sensing/camera/main/image_raw,Perception,5963,11.936,12.99,13.301,0.654,0.746,,,0.0
/sensing/lidar/concatenated/pointcloud,Perception,5948,2.218,12.318,13.076,2.94,3.182,,,0.0
/sensing/lidar/top/pointcloud,Perception,5940,3.486,13.202,13.973,3.777,3.88,,,0.0
/control/autonomous_emergency_braking/debug/markers,Best-Effort,6566,1.885,4.252,5.176,1.238,1.726,,,0.0
/control/autonomous_emergency_braking/debug/processing_time_detail_ms,Best-Effort,6566,1.519,3.918,4.899,1.244,1.727,,,0.0
/control/autonomous_emergency_braking/metrics,Best-Effort,6566,1.722,4.192,5.154,1.302,1.807,,,0.0
/control/autonomous_emergency_braking/virtual_wall,Best-Effort,6565,1.884,4.345,5.31,1.319,1.818,,,0.0
/control/autoware_operation_mode_transition_manager/debug_info,Best-Effort,5956,1.597,3.978,5.081,1.265,1.754,,,0.0
/control/command/control_cmd/debug/published_time,Best-Effort,11902,1.69,4.277,5.37,1.413,2.227,,,0.0
/control/control_evaluator/debug/processing_time_ms,Best-Effort,5954,1.52,3.913,4.979,1.256,1.77,,,0.0
/control/control_evaluator/metrics,Best-Effort,5958,1.158,3.462,4.683,1.128,1.602,,,0.0
/control/control_validator/debug/marker,Best-Effort,11941,1.486,4.153,5.312,1.387,2.281,,,0.0
/control/control_validator/debug/processing_time_ms,Best-Effort,11942,1.489,4.175,5.312,1.406,2.3,,,0.0
/control/control_validator/validation_status,Best-Effort,11942,1.361,4.054,5.177,1.376,2.284,,,0.0
/control/control_validator/virtual_wall,Best-Effort,11942,1.325,4.015,5.131,1.363,2.258,,,0.0
/control/trajectory_follower/control_cmd/debug/published_time,Best-Effort,11880,1.651,4.275,5.403,1.426,2.282,,,0.0
/control/trajectory_follower/controller_node_exe/debug/predicted_trajectory_in_frenet_coordinate,Best-Effort,11908,1.261,3.987,5.129,1.331,2.267,,,0.0
/control/trajectory_follower/controller_node_exe/debug/resampled_reference_trajectory,Best-Effort,11920,0.938,3.259,4.465,1.058,1.696,,,0.0
/control/trajectory_follower/controller_node_exe/lateral/debug/processing_time_ms,Best-Effort,11864,1.497,4.257,5.391,1.422,2.368,,,0.0
/control/trajectory_follower/controller_node_exe/longitudinal/debug/processing_time_ms,Best-Effort,11918,1.551,4.209,5.391,1.415,2.298,,,0.0
/control/trajectory_follower/controller_node_exe/output/debug_marker,Best-Effort,11910,1.596,4.231,5.359,1.42,2.274,,,0.0
/control/trajectory_follower/controller_node_exe/output/estimated_steer_offset,Best-Effort,11912,1.348,4.093,5.262,1.378,2.311,,,0.0
/control/trajectory_follower/lane_departure_checker_node/debug/deviation/lateral,Best-Effort,5954,1.729,4.039,5.014,1.23,1.71,,,0.0
/control/trajectory_follower/lane_departure_checker_node/debug/deviation/yaw,Best-Effort,5956,1.557,3.825,4.857,1.19,1.655,,,0.0
/control/trajectory_follower/lane_departure_checker_node/debug/deviation/yaw_deg,Best-Effort,5958,1.309,3.569,4.531,1.123,1.553,,,0.0
/control/trajectory_follower/lane_departure_checker_node/debug/marker_array,Best-Effort,5958,1.602,3.875,4.819,1.186,1.658,,,0.0
/control/trajectory_follower/lane_departure_checker_node/debug/processing_time_ms,Best-Effort,5969,1.398,3.873,4.851,1.248,1.724,,,0.0
/control/trajectory_follower/lane_departure_checker_node/debug/processing_time_ms_diag,Best-Effort,5968,1.27,3.627,4.67,1.158,1.621,,,0.0
/control/trajectory_follower/lateral/diagnostic,Best-Effort,11914,1.248,3.943,5.149,1.342,2.262,,,0.0
/control/trajectory_follower/lateral/predicted_trajectory,Best-Effort,11908,1.415,4.125,5.256,1.372,2.306,,,0.0
/control/trajectory_follower/longitudinal/diagnostic,Best-Effort,11912,1.5,4.196,5.353,1.408,2.344,,,0.0
/control/vehicle_cmd_gate/debug/processing_time_ms,Best-Effort,5944,2.091,4.558,5.617,1.387,1.941,,,0.0
/control/vehicle_cmd_gate/is_filter_activated/marker_raw,Best-Effort,11864,1.732,4.309,5.445,1.418,2.241,,,0.0
/localization/debug/ellipse_marker,Best-Effort,11912,4.332,12.846,14.28,5.374,9.363,,,0.0
/localization/pose_estimator/exe_time_ms,Best-Effort,5941,7.447,12.594,13.663,4.815,1.894,,,0.0
