topic,class,count,avg_lat_ms,p95_lat_ms,p99_lat_ms,jitter_std_ms,ipdv_std_ms,deadline_missrate_1ms,deadline_missrate_2ms,loss_rate
/control/command/actuation_cmd,Critical,11914,0.237,0.858,1.507,0.307,0.448,0.033658,,0.0
/control/command/control_cmd,Critical,11922,0.233,0.818,1.374,0.301,0.439,0.033132,,0.0
/control/command/emergency_cmd,Critical,11884,0.23,0.789,1.453,0.295,0.428,0.031387,,0.0
/control/command/gear_cmd,Critical,5953,0.25,0.585,0.921,0.213,0.299,0.007055,,0.0
/control/trajectory_follower/control_cmd,Critical,11922,0.187,0.539,1.068,0.195,0.282,0.012582,,0.0
/system/emergency/control_cmd,Critical,11911,0.178,0.253,1.005,0.159,0.232,0.010075,,0.0
/system/emergency/gear_cmd,Critical,5954,0.198,0.264,0.794,0.143,0.197,0.007726,,0.0
/system/emergency_holding,Critical,5934,0.215,0.374,1.491,0.247,0.346,0.024941,,0.0
/system/fail_safe/mrm_state,Critical,5942,0.216,0.335,1.302,0.207,0.29,0.018176,,0.0
/control/command/hazard_lights_cmd,Soft Real-Time,5929,0.295,0.674,1.115,0.245,0.342,,0.002024,0.0
/control/command/turn_indicators_cmd,Soft Real-Time,5957,0.258,0.534,0.94,0.215,0.302,,0.001847,0.0
/localization/kinematic_state,Soft Real-Time,11892,0.221,0.551,2.241,0.348,0.491,,0.013623,0.0
/localization/pose_estimator/pose,Soft Real-Time,5941,0.13,0.177,0.944,0.139,0.197,,0.000842,0.0
/localization/pose_estimator/pose_with_covariance,Soft Real-Time,5941,0.132,0.194,0.784,0.13,0.183,,0.000505,0.0
/localization/pose_twist_fusion_filter/pose,Soft Real-Time,11870,0.199,0.356,1.831,0.273,0.386,,0.007666,0.0
/localization/pose_twist_fusion_filter/twist,Soft Real-Time,11916,0.227,0.468,2.105,0.324,0.461,,0.011749,0.0
/localization/pose_twist_fusion_filter/twist_with_covariance,Soft Real-Time,11920,0.214,0.432,2.014,0.303,0.431,,0.010319,0.0
/localization/pose_with_covariance,Soft Real-Time,11890,0.21,0.416,1.996,0.295,0.418,,0.009924,0.0
/localization/twist_estimator/twist_with_covariance,Soft Real-Time,11904,0.21,0.368,1.502,0.241,0.343,,0.00462,0.0
