topic,class,count,avg_lat_ms,p95_lat_ms,p99_lat_ms,jitter_std_ms,ipdv_std_ms,deadline_missrate_1ms,deadline_missrate_50ms,loss_rate
/control/command/actuation_cmd,Critical,11495,0.504,0.747,1.644,0.272,0.388,0.023923,,0.0
/control/command/control_cmd,Critical,11499,0.475,0.643,1.641,0.258,0.366,0.02348,,0.0
/control/command/emergency_cmd,Critical,11480,0.482,0.706,1.557,0.268,0.378,0.023084,,0.0
/control/command/gear_cmd,Critical,5741,0.45,0.839,1.706,0.281,0.391,0.036231,,0.0
/control/trajectory_follower/control_cmd,Critical,11493,0.423,0.591,1.298,0.23,0.323,0.016358,,0.0
/system/emergency/control_cmd,Critical,11750,0.246,0.438,0.537,0.098,0.156,0.0,,0.0
/system/emergency/gear_cmd,Critical,5874,0.241,0.414,0.514,0.088,0.123,0.0,,0.0
/system/emergency_holding,Critical,5863,0.399,0.622,0.745,0.136,0.19,0.0,,0.0
/system/fail_safe/mrm_state,Critical,5867,0.331,0.545,0.627,0.117,0.164,0.0,,0.0
/control/command/hazard_lights_cmd,Soft Real-Time,5729,0.589,1.161,2.091,0.332,0.461,,0.0,0.0
/control/command/turn_indicators_cmd,Soft Real-Time,5743,0.563,0.972,1.852,0.492,0.692,,0.0,0.0
/localization/kinematic_state,Soft Real-Time,11750,2.303,32.342,33.508,7.301,10.619,,0.0,0.0
/localization/pose_estimator/pose,Soft Real-Time,5871,5.065,31.743,33.106,11.182,17.187,,0.0,0.0
/localization/pose_estimator/pose_with_covariance,Soft Real-Time,5871,5.137,31.684,33.061,11.114,17.087,,0.0,0.0
/localization/pose_twist_fusion_filter/pose,Soft Real-Time,11739,0.835,1.199,32.427,3.409,4.85,,0.0,0.0
/localization/pose_twist_fusion_filter/twist,Soft Real-Time,11762,1.596,2.256,33.188,5.691,8.187,,0.0,0.0
/localization/pose_twist_fusion_filter/twist_with_covariance,Soft Real-Time,11764,1.637,2.237,33.192,5.856,8.432,,0.0,0.0
/localization/pose_with_covariance,Soft Real-Time,11749,1.167,1.534,32.927,4.595,6.567,,0.0,0.0
/localization/twist_estimator/twist_with_covariance,Soft Real-Time,11757,4.088,32.424,33.602,10.061,15.081,,0.0,0.0
/sensing/gnss/pose_with_covariance,Soft Real-Time,1157,0.464,0.591,2.508,0.528,0.752,,0.0,0.0
/sensing/imu/imu_data,Soft Real-Time,11767,0.42,0.538,1.451,0.685,0.962,,8.5e-05,0.0
/sensing/vehicle_velocity_converter/twist_with_covariance,Soft Real-Time,11749,4.055,32.582,33.771,10.138,15.21,,0.0,0.0
/system/emergency/hazard_lights_cmd,Soft Real-Time,5874,0.507,1.485,2.429,0.536,0.755,,0.0,0.0
/system/emergency/hazard_status,Soft Real-Time,5874,1.455,1.636,2.844,0.257,0.362,,0.0,0.0
/system/mrm/emergency_stop/status,Soft Real-Time,11750,0.365,1.382,1.636,0.42,0.639,,0.0,0.0
/vehicle/status/actuation_status,Soft Real-Time,11776,0.281,0.616,1.288,0.228,0.336,,0.0,0.0
/vehicle/status/control_mode,Soft Real-Time,11777,0.384,0.778,1.557,0.276,0.397,,0.0,0.0
/vehicle/status/gear_status,Soft Real-Time,11778,0.4,0.838,1.539,0.283,0.408,,0.0,0.0
/vehicle/status/steering_status,Soft Real-Time,11775,0.37,0.716,1.549,0.278,0.4,,0.0,0.0
/vehicle/status/velocity_status,Soft Real-Time,11777,0.317,0.638,1.3,0.236,0.34,,0.0,0.0
/perception/object_recognition/detection/centerpoint/objects,Perception,5872,36.839,65.187,68.347,12.325,16.41,,,0.001361
/perception/object_recognition/detection/detection_by_tracker/objects,Perception,5860,37.481,65.492,68.462,11.983,15.995,,,0.001363
/perception/object_recognition/detection/objects,Perception,5880,36.366,64.506,67.508,12.081,16.093,,,0.001359
/perception/object_recognition/objects,Perception,5873,12.82,25.42,28.686,5.86,8.728,,,0.0
/perception/object_recognition/prediction/maneuver,Perception,5874,12.504,25.195,28.897,5.832,8.679,,,0.0
/perception/object_recognition/tracking/objects,Perception,5888,12.143,26.024,29.256,5.803,8.701,,,0.0
/perception/occupancy_grid_map/map,Perception,5870,39.677,67.765,70.693,11.962,15.978,,,0.0
/sensing/camera/main/image_raw,Perception,3043,362.793,393.447,404.029,22.32,40.072,,,0.470138
/sensing/lidar/concatenated/pointcloud,Perception,4225,276.587,359.33,374.14,45.461,59.623,,,0.263552
/sensing/lidar/top/pointcloud,Perception,4144,289.282,371.915,383.635,46.504,60.86,,,0.277167
/control/autonomous_emergency_braking/debug/markers,Best-Effort,1646,1190.508,1413.644,2590.376,309.004,263.614,,,0.739144
/control/autonomous_emergency_braking/debug/processing_time_detail_ms,Best-Effort,1709,1187.202,1424.944,1560.393,307.61,271.675,,,0.72916
/control/autonomous_emergency_braking/metrics,Best-Effort,1669,1189.992,1422.467,3498.344,315.433,266.942,,,0.735541
/control/autonomous_emergency_braking/virtual_wall,Best-Effort,1654,1190.221,1422.426,2434.31,309.071,266.526,,,0.737876
/control/autoware_operation_mode_transition_manager/debug_info,Best-Effort,1526,1167.255,1416.428,1465.617,228.685,279.272,,,0.733543
/control/command/control_cmd/debug/published_time,Best-Effort,2830,1199.297,1454.167,1501.959,217.825,228.308,,,0.753119
/control/control_evaluator/debug/processing_time_ms,Best-Effort,1528,1162.723,1415.87,1501.899,223.048,284.711,,,0.733147
/control/control_evaluator/metrics,Best-Effort,1552,1163.956,1419.483,1503.881,238.608,282.974,,,0.72905
/control/control_validator/debug/marker,Best-Effort,2850,1215.476,1459.235,1592.203,299.104,225.832,,,0.751785
/control/control_validator/debug/processing_time_ms,Best-Effort,2849,1216.956,1459.614,2575.037,303.332,226.117,,,0.751894
/control/control_validator/validation_status,Best-Effort,2850,1216.05,1459.384,2556.652,303.347,226.262,,,0.751807
/control/control_validator/virtual_wall,Best-Effort,2852,1216.958,1459.352,3489.081,307.24,225.843,,,0.751654
/control/trajectory_follower/control_cmd/debug/published_time,Best-Effort,2825,1199.495,1454.697,1503.425,217.754,228.094,,,0.753189
/control/trajectory_follower/controller_node_exe/debug/predicted_trajectory_in_frenet_coordinate,Best-Effort,2863,1197.713,1455.572,1502.733,217.478,228.292,,,0.750175
/control/trajectory_follower/controller_node_exe/debug/resampled_reference_trajectory,Best-Effort,2892,1194.367,1456.842,1512.952,229.961,225.485,,,0.747776
/control/trajectory_follower/controller_node_exe/lateral/debug/processing_time_ms,Best-Effort,2825,1199.183,1454.752,1503.788,217.526,228.367,,,0.753016
/control/trajectory_follower/controller_node_exe/longitudinal/debug/processing_time_ms,Best-Effort,2826,1200.978,1455.584,1508.086,226.735,227.44,,,0.753511
/control/trajectory_follower/controller_node_exe/output/debug_marker,Best-Effort,2827,1199.457,1454.824,1503.381,217.923,228.261,,,0.753337
/control/trajectory_follower/controller_node_exe/output/estimated_steer_offset,Best-Effort,2844,1198.299,1454.243,1502.402,217.439,227.279,,,0.751876
/control/trajectory_follower/lane_departure_checker_node/debug/deviation/lateral,Best-Effort,1525,1164.626,1414.361,1458.686,221.71,281.105,,,0.733671
/control/trajectory_follower/lane_departure_checker_node/debug/deviation/yaw,Best-Effort,1520,1165.155,1414.839,1462.099,230.112,279.439,,,0.734591
/control/trajectory_follower/lane_departure_checker_node/debug/deviation/yaw_deg,Best-Effort,1537,1165.9,1417.267,1501.618,238.413,281.448,,,0.731669
/control/trajectory_follower/lane_departure_checker_node/debug/marker_array,Best-Effort,1521,1167.316,1415.203,1482.515,237.082,278.263,,,0.734462
/control/trajectory_follower/lane_departure_checker_node/debug/processing_time_ms,Best-Effort,1553,1182.12,1425.085,2463.961,309.893,281.144,,,0.729301
/control/trajectory_follower/lane_departure_checker_node/debug/processing_time_ms_diag,Best-Effort,1555,1177.947,1423.922,1526.715,302.039,282.247,,,0.728905
/control/trajectory_follower/lateral/diagnostic,Best-Effort,2844,1198.611,1454.642,1502.373,217.215,227.033,,,0.751897
/control/trajectory_follower/lateral/predicted_trajectory,Best-Effort,2817,1198.321,1453.87,1502.713,217.24,227.569,,,0.754188
/control/trajectory_follower/longitudinal/diagnostic,Best-Effort,2829,1199.171,1454.62,1503.652,217.648,228.377,,,0.753184
/control/vehicle_cmd_gate/debug/processing_time_ms,Best-Effort,1508,1167.513,1412.984,1485.677,221.463,279.836,,,0.73641
/control/vehicle_cmd_gate/is_filter_activated/marker_raw,Best-Effort,2828,1199.9,1454.725,1504.587,217.732,228.21,,,0.752884
/localization/debug/ellipse_marker,Best-Effort,11491,3.145,32.521,32.855,8.341,12.243,,,0.0
/localization/pose_estimator/exe_time_ms,Best-Effort,5737,5.479,32.06,33.742,11.324,17.447,,,0.0
/localization/pose_twist_fusion_filter/debug/processing_time_ms,Best-Effort,11478,3.239,32.585,32.982,8.371,12.302,,,0.0
/localization/pose_twist_fusion_filter/debug/stop_flag,Best-Effort,11474,2.541,32.38,32.832,7.216,10.493,,,0.0
/localization/pose_twist_fusion_filter/pose_instability_detector/debug/diff_pose,Best-Effort,1145,0.883,2.526,4.03,0.745,1.013,,,0.0
/localization/util/crop_box_filter_measurement_range/debug/cyclic_time_ms,Best-Effort,5741,0.819,1.633,3.238,2.112,2.982,,,0.0
/localization/util/crop_box_filter_measurement_range/debug/pipeline_latency_ms,Best-Effort,5739,1.001,2.276,3.516,2.176,3.072,,,0.0
/localization/util/crop_box_filter_measurement_range/debug/processing_time_ms,Best-Effort,5740,0.906,1.906,3.413,2.12,2.994,,,0.0
/localization/util/downsample/pointcloud/debug/published_time,Best-Effort,5735,5.206,32.698,33.721,10.869,16.539,,,0.0
/localization/util/measurement_range/pointcloud/debug/published_time,Best-Effort,5734,1.172,2.718,4.304,2.462,3.463,,,0.0
/localization/util/voxel_grid_downsample/pointcloud/debug/published_time,Best-Effort,5735,3.686,32.61,33.575,8.96,13.282,,,0.0
/perception/object_recognition/detection/centerpoint/lidar_centerpoint/debug/cyclic_time_ms,Best-Effort,5736,6.237,28.557,30.078,9.497,14.577,,,0.0
/perception/object_recognition/detection/centerpoint/lidar_centerpoint/debug/pipeline_latency_ms,Best-Effort,5743,5.869,28.396,29.905,9.567,14.678,,,0.0
/perception/object_recognition/detection/centerpoint/lidar_centerpoint/debug/processing_time_ms,Best-Effort,5733,6.386,28.599,30.111,9.468,14.529,,,0.0
/perception/object_recognition/detection/centerpoint/objects/debug/published_time,Best-Effort,5738,5.83,28.446,30.006,9.618,14.766,,,0.0
/perception/object_recognition/detection/centerpoint/validation/objects/debug/published_time,Best-Effort,5742,5.653,28.381,29.902,9.645,14.805,,,0.0
/perception/object_recognition/detection/clustering/debug/clusters,Best-Effort,5739,5.392,28.564,30.127,9.817,15.072,,,0.0
/perception/object_recognition/detection/clustering/objects/debug/published_time,Best-Effort,5741,6.062,28.734,30.321,9.638,14.772,,,0.0
/perception/object_recognition/detection/clustering/objects_with_feature/debug/published_time,Best-Effort,5743,5.509,28.55,30.072,9.747,14.94,,,0.0
/perception/object_recognition/detection/clustering/shape_estimation/debug/cyclic_time_ms,Best-Effort,5738,5.899,28.722,30.221,9.688,14.867,,,0.0
/perception/object_recognition/detection/clustering/shape_estimation/debug/processing_time_ms,Best-Effort,5734,6.251,28.863,30.432,9.624,14.771,,,0.0
/perception/object_recognition/detection/clustering/voxel_grid_based_euclidean_cluster/debug/cyclic_time_ms,Best-Effort,5738,5.556,28.662,30.234,9.797,15.044,,,0.0
/perception/object_recognition/detection/clustering/voxel_grid_based_euclidean_cluster/debug/pipeline_latency_ms,Best-Effort,5734,5.794,28.754,30.304,9.753,14.987,,,0.0
/perception/object_recognition/detection/clustering/voxel_grid_based_euclidean_cluster/debug/processing_time_ms,Best-Effort,5741,5.276,28.49,30.003,9.814,15.081,,,0.0
/perception/object_recognition/detection/detection_by_tracker/debug/divided_objects,Best-Effort,5734,6.22,28.852,30.403,9.626,14.773,,,0.0
/perception/object_recognition/detection/detection_by_tracker/debug/initial_objects,Best-Effort,5742,5.573,28.588,30.1,9.753,14.933,,,0.0
/perception/object_recognition/detection/detection_by_tracker/debug/merged_objects,Best-Effort,5737,6.092,28.818,30.369,9.657,14.816,,,0.0
/perception/object_recognition/detection/detection_by_tracker/debug/tracked_objects,Best-Effort,5737,5.979,28.778,30.314,9.684,14.856,,,0.0
/perception/object_recognition/detection/detection_by_tracker/detection_by_tracker/debug/cyclic_time_ms,Best-Effort,5740,6.19,28.801,30.354,9.609,14.732,,,0.0
/perception/object_recognition/detection/detection_by_tracker/detection_by_tracker/debug/processing_time_ms,Best-Effort,5731,6.48,28.969,30.463,9.567,14.69,,,0.0
/perception/object_recognition/detection/detection_by_tracker/objects/debug/published_time,Best-Effort,5740,6.27,28.869,30.415,9.599,14.729,,,0.0
/perception/object_recognition/detection/object_association_merger/debug/cyclic_time_ms,Best-Effort,11485,6.317,28.522,29.99,9.434,10.252,,,0.0
/perception/object_recognition/detection/object_association_merger/debug/processing_time_ms,Best-Effort,11461,6.548,28.628,30.075,9.392,10.208,,,0.0
/perception/object_recognition/detection/object_lanelet_filter/debug/pipeline_latency_ms,Best-Effort,5737,6.473,28.499,29.932,9.355,14.365,,,0.0
/perception/object_recognition/detection/object_lanelet_filter/debug/processing_time_ms,Best-Effort,5737,6.537,28.528,29.964,9.34,14.346,,,0.0
/perception/object_recognition/detection/objects/debug/published_time,Best-Effort,5734,6.584,28.551,29.992,9.334,14.341,,,0.0
/perception/object_recognition/detection/objects_before_filter/debug/published_time,Best-Effort,5740,6.313,28.501,29.957,9.419,14.457,,,0.0
/perception/object_recognition/detection/obstacle_pointcloud_based_validator/debug/pipeline_latency_ms,Best-Effort,5734,6.064,28.547,30.091,9.57,14.69,,,0.0
/perception/object_recognition/detection/pointcloud_map_filtered/pointcloud/debug/published_time,Best-Effort,5734,5.103,28.847,30.427,10.06,15.513,,,0.0
/perception/object_recognition/detection/temporary_merged_objects/debug/published_time,Best-Effort,5737,6.267,28.547,30.038,9.471,14.532,,,0.0
/perception/object_recognition/detection/voxel_based_compare_map_filter/debug/cyclic_time_ms,Best-Effort,5742,5.083,28.803,30.519,10.086,15.547,,,0.0
/perception/object_recognition/detection/voxel_based_compare_map_filter/debug/processing_time_ms,Best-Effort,5726,5.159,28.897,30.631,10.085,15.555,,,0.0
/perception/object_recognition/objects/debug/published_time,Best-Effort,5738,0.981,2.648,3.691,0.708,0.981,,,0.0
/perception/object_recognition/prediction/map_based_prediction/debug/cyclic_time_ms,Best-Effort,5738,1.065,2.731,3.788,0.728,1.008,,,0.0
/perception/object_recognition/prediction/map_based_prediction/debug/processing_time_detail_ms,Best-Effort,5738,1.003,2.653,3.778,0.722,0.997,,,0.0
/perception/object_recognition/prediction/map_based_prediction/debug/processing_time_ms,Best-Effort,5741,0.932,2.533,3.558,0.681,0.944,,,0.0
/perception/object_recognition/tracking/multi_object_tracker/debug/cyclic_time_ms,Best-Effort,5751,0.94,2.477,3.579,0.936,1.317,,,0.0
/perception/object_recognition/tracking/multi_object_tracker/debug/input_latency_ms,Best-Effort,5751,6.367,28.464,29.906,9.367,14.379,,,0.0
/perception/object_recognition/tracking/multi_object_tracker/debug/meas_to_tracked_object_ms,Best-Effort,5752,0.828,2.144,3.276,0.892,1.265,,,0.0
/perception/object_recognition/tracking/multi_object_tracker/debug/objects_markers,Best-Effort,5751,0.907,2.344,3.466,0.917,1.295,,,0.0
/perception/object_recognition/tracking/multi_object_tracker/debug/pipeline_latency_ms,Best-Effort,5751,1.008,2.587,3.666,0.952,1.337,,,0.0
